e, e_dot, e_int, stamp, 
0.04210706251674358, -0.023561393352335935, 0.009167305005411686, 46656000000, 
0.052258521240932235, 0.020104963996482917, 0.009372841053310878, 46758000000, 
0.049731395350924384, 0.025414442780602686, 0.00960646527390668, 46826000000, 
0.04492625093450364, -0.02444090102142864, 0.009794411168424019, 46928000000, 
0.05413787399325296, 0.01468826214109526, 0.009919701351912065, 47030000000, 
0.05089720186801122, 0.019903169778358598, 0.009997421786384521, 47132000000, 
0.04580633449693595, -0.027771798321056713, 0.010056094023880007, 47234000000, 
0.0550564471552103, 0.013864150957330254, 0.010117332234677165, 47336000000, 
0.05213710743454267, 0.021102576458689067, 0.01019999260577926, 47404000000, 
0.04719968563446918, -0.026189205069137068, 0.010292882681614808, 47506000000, 
0.05635385873673712, 0.014055837673981516, 0.010379376787049931, 47608000000, 
0.05306451171240653, 0.019549420259791183, 0.010441203738907523, 47710000000, 
0.048064795866803386, -0.027630209566445785, 0.01049887775439647, 47812000000, 
